scientist_id,name
A5100400217,Jun Zhang
A5100770632,Michael D. Hill
A5029161067,Elı́as Campo
A5022823811,David S. Liebeskind
A5023340072,Balázs Győrffy
A5100737773,Jong Seung Kim
A5019953858,Georgios Tsivgoulis
