scientist_id,name
A5114373973,D. Ferenček
A5024228821,V. A. Bednyakov
A5034654837,L. Fanò
A5052448363,Cary L. Cooper
A5106571089,T. Kolberg
A5108494035,M.B. Hursthouse
A5011104383,P. Everaerts
A5022092991,W. Dekant
A5104345561,Mahmud Hossain
A5023749972,P. C. Canfield
A5090980269,О. Н. Чупахин
A5007560194,J. Haley
A5028011269,A. Doria
A5031620607,M. Ellert
A5049380484,B. Cornils
A5054393894,G. Latino
A5090992962,S. González de la Hoz
A5093939683,Izabel Stohel
A5100778500,J. Sánchez
A5106332239,A. Massironi
A5034359289,E. Rossi
A5043392883,Author Not applicable
A5074615802,D. Ferrère
A5015380438,HEIDI SPLETE
A5062152763,Carlos A. Camargo
A5019390405,J. Kirk
A5028354492,Nima Rezaei
A5054786468,A. Trzupek
A5070149607,D. Price
A5109002472,Li
A5114374698,A. Oyanguren
A5004024912,B. Akgün
A5029010601,S. Yacoob
A5017326625,F. Golf
A5044544721,Hiroshi Ito
A5066130651,F. Ptochos
A5076363097,Yoshihiro Kawaoka
A5088215001,이재훈
A5100708815,P. Bargassa
A5017728105,Peter A. Fasching
A5020270555,Arno Villringer
A5026150478,Filip Vanhoenacker
A5040557338,Hubert Scharnagl
A5060871771,H. Bachacou
A5061068837,S. Stone
A5006601556,Mali H. Rosnes
A5026483485,Joseph L. Hora
A5037622572,이상현
A5108618369,Dai‐Zheng Liao
A5114376149,F. Djama
A5024180968,B. Álvarez González
A5047418048,Jie Jack Li
A5047977949,Michael G. Fehlings
A5052370372,Wang Yui Ying
A5053373733,M. Vos
A5067625680,C. Battilana
A5039945382,A. Ventura
A5070062505,Eric D. Peterson
A5062923826,E. Hirota
A5087519538,A. Angerami
A5100344298,Wei Chen
A5048793047,M. Fanti
A5103196997,J-F. Arguin
A5007559009,Genxu Wang
A5007874154,Shweta Bansal
A5000523990,G. Unal
A5019432784,张瑜
A5062148063,Akira Hasegawa
A5108072495,박수진
A5037093217,Martin Lutz
A5001342433,이지현
A5052336142,George Psihoyios
A5058448921,Vili Lehdonvirta
A5100665717,D. W. Miller
A5114377714,J. Tao
A5006188267,Ali Bahgat
A5048115189,A. Çakır
A5055857945,E. Lobodzinska
A5072793516,J. Kretzschmar
A5101714403,M. W. Wolter
A5106233654,C. Martínez Rivero
A5014355386,Ahmad Fauzi Ismail
A5054830306,Scott D. Solomon
A5007996916,I. P. Beletskaya
A5033120372,Yao Shi
A5058414845,Liu Jie
A5107412127,M. Wielers
A5070576867,Carl Djerassi
A5022553846,Joseph H. Friedman
A5053701186,T. Lesiak
A5108167478,V. Kartvelishvili
A5000896619,E. Longo
A5010936003,Christian W. Hamm
A5037073060,John P. Burrows
A5041915207,Stefan Schmollinger
A5056944189,Christoph U. Correll
A5107412099,D. Fasanella
A5013877757,I. M. Trigger
A5023667273,John L. Hopper
A5024477395,P. van Gemmeren
A5045742638,Andreas Tünnermann
A5086376298,김기현
A5001224963,P. Dervan
A5003866204,‪Damià Barceló
A5024749444,Minoru Yoshida
A5040905047,Plazi
A5062498736,Charles M. Perou
A5078642004,F. Primavera
A5010334947,D. Orestano
A5045419282,Geoffrey I. Shapiro
A5052842332,T. Huizinga
A5082849350,E. M. Da Costa
A5084195733,Matthew Gaffrey
A5102942367,Y. Yamaguchi
A5107540233,E. Clement
A5039611673,M. Maity
A5046859786,Steven V. Ley
A5039691029,M.L. Dagli
A5086358379,F. Ould-Saada
A5086500057,David Hume
A5098783718,Digital Archive Of Massachusetts Anti-Slavery
A5107656264,D. Costanzo
A5017009749,Cornelia M. van Duijn
A5027033208,Peter Paul De Deyn
A5043512811,Jan A. Staessen
A5062148805,Alexander Pope
A5110015262,Zhanhu Guo
A5037897386,B. P. Kerševan
A5107245335,M. Tosi
A5114375604,S. Veneziano
A5001682484,Ralph H. Hruban
A5020393568,C. Mora Herrera
A5032339520,김현철
A5114378042,S. Obraztsov
A5023353473,A. S. Cerqueira
A5048769380,Victor Snieckus
A5055971948,V. A. Mitsou
A5066267152,Ke Wu
A5100738824,K. Cankoçak
A5106315174,P. Bortignon
A5109160404,Michaël Grätzel
A5008751948,Jong Seok Lee
A5040532558,Jianhua Wang
A5055813779,김태완
A5073516611,李娟
A5084442088,N. F. Castro
A5100379906,A. Delgado Peris
A5114377250,J. Duarte Campderros
A5018617106,Gabriel N. Hortobágyi
A5023193953,Robert A. Kyle
A5050368394,Francisco José García‐Peñalvo
A5052145058,Stephen V. Faraone
A5071022580,D.C. Liebler
A5107445345,A. Moraes
A5005449631,C. Z. Yuan
A5021213820,김영식
A5061133064,김영훈
A5067815388,G. Fedi
A5088912262,Robert Danczak
A5090543467,Hyun Sook Kim
A5005693711,Š. Todorova-Nová
A5012884078,Morie A. Gertz
A5022799398,David W. Latham
A5029156348,Breogán Pato‐Doldán
A5045174960,Steven Williams
A5061052012,M. G. Vincter
A5107747050,A. Martelli
A5039268136,E. Paganis
A5101813923,R. M. Bianchi
A5025762578,Dante Gabriel Rossetti
A5058392144,Éduardo Bruera
A5100030218,Tonya Quackenbush
A5109829334,Liu
A5008102443,Maryvonne Gérin
A5086791040,Tanja Fehm
A5010515145,王斌
A5034751093,C. Angelini
A5057916222,Mohsen Guizani
A5072719868,G. Redlinger
A5100659526,K. Matchev
A5058279563,R. Mittra
A5070446713,John P. A. Ioannidis
A5087654538,S. Udry
A5116337743,Wei Wang
A5015624201,W. C. Fisher
A5035613981,H. Bakhshiansohi
A5042906474,M. Herndon
A5043534538,T. R. Fernandez Perez Tomei
A5076342065,M. Donadelli
A5102070345,Robert Burns
A5023288467,H. Saka
A5035733509,L. Gonella
A5038902802,E. Banaś
A5072304935,I. van Vulpen
A5106744459,B. Giacobbe
A5110752402,Wang
A5083026298,G. Sultanov
A5106497523,A. Dell’Acqua
A5100373698,Xiao Dong Chen
A5030611363,R. J. Cava
A5034917950,Peter W. Roesky
A5091235988,Markus M. Nöthen
A5056487766,M. Felcini
A5109493920,Liu
A5077586272,Helmut Krcmar
A5107725819,O. E. Vickey Boeriu
A5108741480,Chen
A5042236702,L. R. Flores Castillo
A5083358383,S. Tsuno
A5087129564,Herman Melville
A5016893899,Josep Peñuelas
A5011795053,K. Nikolopoulos
A5032757525,M. Azarkin
A5008734541,Valerie A. Canady
A5054813379,Chao‐Guo Yan
A5089885797,C. G. Lester
A5024377883,Emily Chen
A5086003255,이지은
A5100622188,N. Wardle
A5110540165,B. M. Mikhova
A5114376519,S. M. Wang
A5070608587,C. Da Vià
A5047702705,이창훈
A5053670779,Yi Zhang
A5063170848,Xian‐He Bu
A5066330818,Christian G. Stief
A5106922091,E. Sauvan
A5017203242,Roy J. Shephard
A5026120314,V. Chiarella
A5056552919,Steven M. Holland
A5070770308,J. B. Sauvan
A5073645768,김영희
A5101643806,G. P. Van Onsem
A5105829632,A. J. Barr
A5108167452,N. Makovec
A5002784242,D. Majumder
A5040626807,Tadeusz Lis
A5087328895,O. Røhne
A5102757871,C. A. Carrillo Montoya
A5107410715,M. Bachtis
A5108337103,T. Bołd
A5111402462,Hui
A5114378078,D. Menasce
A5102742880,J. G. Panduro Vazquez
A5003554644,Dimitris Tousoulis
A5085417202,F. Fassi
A5102831832,Ping Ping
A5107830744,Not Given Author
A5108337097,M. P. Casado
A5113613383,MIRIAM E. TUCKER
A5102807293,А. Р. Бузыкаев
A5105829956,L. Fiorini
A5037712736,T. Koffas
A5114377532,N. Lychkovskaya
A5047441454,C. C. Ohm
A5061121287,Min Liu
A5065950100,Yu. Andreev
A5108167685,F. Santanastasio
A5012860439,Craig A. Erickson
A5016701251,G. Chiarelli
A5047227825,Josef Coresh
A5106315237,N. K. Watson
A5100727888,M. Seidel
A5034363861,Viswanathan Mohan
A5044094870,B. Jayatilaka
A5002509322,F. Dittus
A5057862861,K. Smolek
A5014705038,Nobutaka Hattori
A5044713639,Mika Gissler
A5090852510,Christie P. Thomas
A5100346440,Peng Cheng
A5105877780,P. Loch
A5061613330,Johann Wolfgang von Gœthe
A5089272383,Gérémy Clair
A5012580986,British Drama – A Catalogue
A5024796415,Jim van Os
A5032412691,Barry M. Trost
A5050166026,C. Doglioni
A5066740674,SHERRY BOSCHERT
A5070276095,K. Mereiter
A5077132257,Sang‐Uk Kim
A5078019379,L. Feligioni
A5079128465,R. Di Nardo
A5111344844,Anwer Basha
A5114378471,B. Liu
A5042969714,H. Stoeckli‐Evans
A5059435501,Stefan Schreiber
A5060523615,ELIZABETH MECHCATIE
A5100434336,Liu Li
A5025150770,Kenneth H. Mayer
A5069323400,M. Lassnig
A5100425709,Li Zhang
A5106129128,S. González-Sevilla
A5111946115,Ann Arbor
A5114375747,J. Stupak
A5007113202,M. Bindi
A5027181760,Rong Cao
A5061645448,Guillaume Attlane
A5100772459,Shuang Qiu
A5039180386,David Cella
A5078046393,J. Vogt
A5032170365,C. A. Bernardes
A5042419471,이상진
A5053469409,Chantal Mathieu
A5056373767,Matthew Meyerson
A5108607953,Guo
A5005295138,C. Schiavi
A5016689951,Arthur Christopoulos
A5024176508,Kenneth W. McCravy
A5030070666,H. M. Gray
A5047631632,F. Déliot
A5100759847,D. Cussans
A5031959407,김성호
A5059357525,Russell Lee
A5098828129,Unav
A5107306852,J. C. Vermeulen
A5043314685,M. Tomoto
A5081986241,Terho Lehtimäki
A5010315360,Ian A. Wilson
A5040470635,E. Garutti
A5051385156,Thomas Frieling
A5100322712,Yan Wang
A5100339418,Hong Li
A5003775869,Yao‐Yu Wang
A5100647126,I. J. Cabrillo
A5078699564,Emilio Ferrara
A5090793955,J. E. García Navarro
A5003494145,I. Sýkora
A5088557049,Ian D. Williams
A5101717144,H. Yang
A5021656597,Patrick Y. Wen
A5051085589,A. Kaczmarská
A5061717048,Donald G. Truhlar
A5076898906,S. Mohapatra
A5078512286,R. Gladyshevskii
A5108325959,Richard White
A5112064887,Guo -
A5113384427,Jin Jin
A5034938361,Mark D. Smith
A5071023119,Richard M. Stone
A5084375908,P. Vischia
A5089170192,김종원
A5100381753,Shuicheng Yan
A5100632493,Gareth J. Morgan
A5053613045,D. Boumediene
A5098783595,Unav
A5114374993,C. Oropeza Barrera
A5026538320,Bruce D. Hammock
A5004544989,이수진
A5047444804,A. Rinkevičius
A5057409861,김영준
A5067365524,A. Coccaro
A5070948224,V. Vorobel
A5080364444,M. Della Pietra
A5100635209,I. Grabowska-Bołd
A5100709425,J. Keaveney
A5100770632,Michael D. Hill
A5050145761,G. Darbo
A5070015845,Daily Egyptian Staff
A5107442368,T. Vickey
A5109051161,Wang
A5023381856,C. Escobar
A5086161714,R. Gonçalo
A5100354225,Cheng Li
A5102884565,E. V. Bouhova-Thacker
A5006906657,Aaron B. Caughey
A5080457029,D. Benchekroun
A5100687684,Liu Y
A5100749564,J. Weingarten
A5108167477,P. David
A5110527495,Ding Ding
A5019316470,M. C. Vetterli
A5025044468,张辉
A5077601154,F. M. Peeters
A5102904140,J. Große-Knetter
A5114377738,A. Formica
A5020558052,S. Martí-García
A5029807989,Hans‐Georg Stammler
A5053749991,Fred Saad
A5082080836,Peter L. Choyke
A5108285762,Malcolm Lader
A5026095888,David S. Hong
A5056459536,Frank B. Hu
A5070204165,Silke Hofmann
A5083734195,김영일
A5084723814,이동호
A5016059680,R. Demina
A5056890979,M. Klein
A5058230541,V. Dutta
A5036632863,C. B. Gwilliam
A5060595389,A. Brinkerhoff
A5068186523,O. Bouhali
A5001146133,Yasuhiko Arakawa
A5023103994,G. Manca
A5076928411,T. Beau
A5082561940,Jost B. Jonas
A5100652874,Y. Tu
A5030212731,C. Roda
A5074424957,F. Luehring
A5074773262,Mohammad Niknejad
A5081680274,B. Mindur
A5102921213,M. Pohl
A5015861317,Y. Nagasaka
A5020673999,J. Konigsberg
A5035735652,Die Redaktion
A5000080083,T. Reis
A5040574546,S. Chekanov
A5018558525,T. Boccali
A5041676788,F. Malek
A5058535647,Ignace Vergote
A5071478459,Wang Peng
A5072450730,P. Conde Muíño
A5100766578,Armando Santoro
A5048895407,Robert F. Schmidt
A5108042888,B. K. Wosiek
A5079661712,Jong Hoon Kim
A5107245661,V. F. Kazanin
A5012715769,이정우
A5063516832,José‐Alain Sahel
A5100440745,Kang Xu
A5107250017,M. H. Genest
A5016870454,H. Chen
A5024040803,Ying Liu
A5086638529,W. H. Hopkins
A5100402504,Li J
A5101559603,Yi‐Zhi Li
A5005008732,Philip Weinstein
A5009084505,이재원
A5011961838,Kenneth S. Kendler
A5013640960,이정호
A5069637301,T. Kono
A5002821639,Bruce M. Psaty
A5066780563,Larry W. Moreland
A5087062097,R. Hirosky
A5115595128,Juan Wang
A5010855863,R. Vari
A5077918810,Martin Schröder
A5107425157,F. Veloso
A5008678419,Michael Böhm
A5022410593,K. Skovpen
A5031009188,Zulfiqar A Bhutta
A5057676237,E. Pianori
A5067127414,T. Lari
A5100629288,Muhammad Ashraf
A5108166658,Жу
A5111986717,Markus Pfister
A5004502073,Sérgio Neves Monteiro
A5054435834,K. Lie
A5070766255,John A. Pickett
A5100368854,Xiang Zhang
A5110431925,Jr. .
A5025981159,Thomas C. W. Mak
A5100338802,Heng Li
A5101521231,Yuko Kitagawa
A5010540891,이정환
A5086692319,Béla Merkely
A5042315373,Rohit Kulkarni
A5047742848,Inderbir S. Gill
A5066940168,S. Vincent Rajkumar
A5006348751,Scott Kopetz
A5006465006,I. Vukotić
A5100603203,Christian Weber
A5028133291,Павел А. Слепухин
A5004656494,Ramachandran S. Vasan
A5026132307,A. J. Beddall
A5030517888,M. Marčišovský
A5047674337,S. S. Yu
A5100618585,I. Iashvili
A5028052999,T. Davídek
A5049597789,Robert J. Sternberg
A5108100138,이진우
A5005601284,A. Grohsjean
A5024711336,V. P. Maleev
A5051463635,S. Fiorendi
A5106743782,A. E. Kiryunin
A5030827457,Barbara J. Sahakian
A5037978366,Douglas W. Stephan
A5070735232,Stephen S. Rich
A5075557948,이영주
A5088366673,Gang Wang
A5108017347,H. Nogima
A5114377054,H. Kirschenmann
A5006197337,A. Lucotte
A5036032282,Markus W. Büchler
A5045381962,V. Dao
A5080234509,Bernard J. Gersh
A5085514973,E. R. de Kloet
A5088003622,Abass Alavi
A5020514779,John Hardy
A5106265476,H. Wolters
A5108062433,G. Flügge
A5108167444,P. A. Delsart
A5006405382,M. Ridel
A5047076722,I. Vivarelli
A5061582462,K. Reeves
A5078137201,V. Obraztsov
A5088479505,M. Moreno Llácer
A5090645179,Eric Van Cutsem
A5091435927,Ewout W. Steyerberg
A5022749650,S. Chauhan
A5040409037,S. V. Peleganchuk
A5113468302,Zhang
A5001082656,C.‐C. Jay Kuo
A5051056050,Aeilko H. Zwinderman
A5052942873,T. Djobava
A5085060168,B. Boimska
A5111670557,B. G. Marsden
A5035390796,E. J. W. Moyse
A5045441776,Heinz‐Josef Lenz
A5100456168,Yan Zhang
A5101477799,J. J. Heinrich
A5100326831,Dan Liu
A5113502641,Liu
A5005397071,A. N. Karyukhin
A5026532299,김지혜
A5040446749,Roberto Esser dos Reis
A5042518168,P. S. Aithal
A5100438586,Xiaohua Wang
A5100757520,H. Zhu
A5106081624,J. Walder
A5108072649,김영환
A5108167149,A. Olszewski
A5037876539,N. Öztürk
A5052085869,E. Meoni
A5062125605,Martin Gleave
A5069621204,L. Calligaris
A5108071857,Juan Carlos
A5111562853,H.C. Marsmann
A5115599155,S. Sharma
A5004495290,A. Garcia-Bellido
A5059081079,이재용
A5106219284,Gertrude Patello
A5007847004,高峰
A5028772636,M. Rotaru
A5043083140,Anton M. Koekemoer
A5054438161,D. Golubkov
A5038874491,I. Suarez
A5077869722,Wolfgang Grundmann
A5095038307,Charlie Hadley
A5002087341,O. Leroy
A5016494140,김선영
A5024766312,Peter H. Adler
A5025063876,Ashok Agarwal
A5040719044,Frédéric Chopin
A5086139830,M. Alhroob
A5003168738,J. Mamuzic
A5039975397,C. J. Potter
A5045508497,J. Poveda
A5056000348,A. M. Nairz
A5070308595,S. Resconi
A5078944676,G. Iakovidis
A5086842741,Z. Rurikova
A5068065689,otto kässi
A5071652871,A. Mastroberardino
A5111404101,Zheng Zheng
A5014838075,Pierre Fenaux
A5041910204,Francesc Lloret
A5057669589,Edwin C. Constable
A5018727407,L. Barak
A5105698482,G. J. Bobbink
A5085762810,R. Khurana
A5107244145,L. Goossens
A5079427051,W. Carvalho
A5079700663,Carlo M. Croce
A5101966132,U. De Sanctis
A5108167704,C. Vernieri
A5008484351,Albert C. Ludolph
A5039995511,K. Lohwasser
A5055183685,Brenda W.J.H. Penninx
A5098828139,Lee Kovarsky
A5100603989,P. Lenzi
A5107658015,M. Backhaus
A5014254734,Javier P. Gisbert
A5015993565,Albert Y. Zomaya
A5060091206,Heiko Traupe
A5100668637,Takeshi Kimura
A5033097331,J. Tóth
A5063945728,Robert D Goodband
A5068485476,F. Legger
A5113728728,Herbert C. Brown
A5026257338,Andrew J. Saykin
A5000448269,Richard B. Lipton
A5021394368,John Q. Trojanowski
A5026880270,I.H. White
A5028967959,J. Eckert
A5053859547,В.И. Овчаренко
A5057391332,P. Camarri
A5103121075,B.M. Mikhova
A5109010214,Han .
A5032114486,MacDonald J. Christie
A5035791603,Giyeong Kim
A5047298807,S. Heim
A5082133197,Caesar Gaius Julius Caesar
A5083465619,K. M. Menten
A5106354346,A. Benaglia
A5108127407,Ying
A5061649047,Klaus A. Miczek
A5113600509,Fei‐Yue Wang
A5044326536,Tracy B. Mallory
A5047714200,B. Büchner
A5068582136,G. Avolio
A5091840306,H. Kolanoski
A5007323180,Martín Knapp
A5020659379,P. Řezníček
A5031380067,Chen‐Ho Tung
A5059924695,P. Starovoitov
A5061209115,L. Mijović
A5062267065,Matthias Wagner
A5075105813,Ian O. Ellis
A5100434915,Qing Wang
A5101423920,V. O. Tikhomirov
A5106456373,C. Ochando
A5114376925,G. F. Tartarelli
A5006602110,WANG Feng Hui
A5063906836,Mi Jeong Kim
A5066507596,J. B. De Vivie De Regie
A5105874886,L. Rinaldi
A5005451442,J. Wouter Jukema
A5007338694,A.S. Bogomyakov
A5015493453,U. Egede
A5070957687,A. Romaniouk
A5105978135,M. Villaplana Perez
A5012434536,P. A. Bruckman de Renstrom
A5012629222,I.G. Sipes
A5021511872,김대영
A5023108702,김진희
A5066686545,T. Tabarelli de Fatis
A5079918230,Jan Deprest
A5094352167,S Pirro
A5100607324,D. Moran
A5108101038,이상원
A5111381400,Liang Liang
A5016655117,T. Geralis
A5045994318,Jeongmin Kim
A5072726129,G.A. Burton
A5074781183,A. Marzin
A5114375422,A. Lebedev
A5055431798,Ravi P. Agarwal
A5055673584,J. Dolejší
A5090541886,A. D. Pilkington
A5100347261,Ying Wang
A5040055598,Benjamin List
A5012673180,A. Calcaterra
A5078002448,김동환
A5015416945,Marc G. Besselink
A5025407725,S. Jézéquel
A5036641367,I. Boyko
A5041083697,Perminder S. Sachdev
A5042125911,L. Carminati
A5042630628,Hölger Thiele
A5090306674,D. M. Rebuzzi
A5100786135,W. Erdmann
A5020385539,Shipeng Li
A5062227574,Jos H. Beijnen
A5068249347,김수정
A5107843119,D. Strom
A5109258369,Robert E. Scully
A5011568820,J. Schaarschmidt
A5031644816,K. Bachas
A5037750455,Lee A. Denson
A5039363062,Andrea Salonia
A5058373808,Jonathan Tennyson
A5061208767,Karen Coats
A5086674934,이상철
A5100370931,Hong Wang
A5044470242,Ju Young Lee
A5045145045,김성민
A5065627710,Zuowei Xie
A5108166883,N. Hod
A5024567112,Li Li
A5106331688,D. Krücker
A5107969345,S. Fonseca De Souza
A5115603610,Qian Zhang
A5007411109,Gérard-François Dumont
A5011338575,Johan G. Eriksson
A5021268970,Randy Showstack
A5047972347,H. De la Torre
A5010724513,A. Pacheco Pages
A5012180571,Bruno Dallapiccola
A5034382716,T. Farooque
A5108286254,The Editors
A5113506213,Reginald S. Sauve
A5042407071,L. Dell’Asta
A5079060782,S. Guindon
A5103908677,Li Hui
A5110318891,Zhou
A5032706790,K. J. C. Leney
A5038379583,S. Palestini
A5056539244,Krzysztof Matyjaszewski
A5057777900,A. Brandt
A5107172241,P. Staroba
A5020102050,Hye Young Kim
A5036303967,M. Arfan Ikram
A5064856085,Olivier Hermine
A5065520935,M. Mikeštíková
A5004362368,Gerd Hasenfuß
A5022492502,Ed. Marshall
A5046310439,Carla Simone Pavanelli
A5077103343,Gilwoo Lee
A5111390213,Liu
A5024786780,M. Vranješ Milosavljević
A5025962209,D. Muenstermann
A5029488636,Eelco F. M. Wijdicks
A5040251164,T. Ženiš
A5056979219,Mehmet Haberal
A5100412901,Lin Li
A5114378040,M. Dubinin
A5007036695,Hua Li
A5016680184,Lin Gu
A5028278516,Kay W. Axhausen
A5100354459,Haiyan Wang
A5029597206,M. C. Stockton
A5034592694,Thomas Metz
A5057002364,Didier Sornette
A5075007431,A. S. Mete
A5106479666,E. Torró Pastor
A5107247498,G. Artoni
A5011632453,M. Düren
A5015901667,L. Jeanty
A5027358132,N. Morange
A5027575595,Michael J. Keating
A5109007789,Zhou
A5114377739,P. Francavilla
A5012431211,Enrico Zio
A5017863780,Kazuomi Kario
A5047017265,G. Bruno
A5051484744,B. Martin dit Latour
A5067598350,K. Prokofiev
A5109162569,Christiane Roulet
A5064812526,F. Combes
A5070091935,M. S. Shur
A5070096873,Sergio Giralt
A5000749906,J. H. Vossebeld
A5001760520,Carol L. Shields
A5074218217,Joseph E. Stiglitz
A5106325073,R. Venditti
A5107407806,N. Vranješ
A5000215293,Jonathan L. Sessler
A5001392592,Gad Getz
A5005532910,T. N. Ukwatta
A5038022178,Laura Bartley
A5053840112,Wayne Hall
A5060532769,Hoi Sing Kwok
A5014429489,David N. Herndon
A5015274820,Warren H. Meck
A5016673925,Annie K. Powell
A5040770914,Jerome I. Rotter
A5103804497,이지연
A5112140704,Sigmund Freud
A5000154066,L. De Paula
A5079223009,박선영
A5081283156,Bengt Winblad
A5049666811,G. Quast
A5062434640,이철희
A5084515381,Eric J. Topol
A5087225478,J. Meyer
A5106313164,R. Kogler
A5089357596,Yoshio Bando
A5101794640,A. Pérez-Calero Yzquierdo
A5108167177,D. Derendarz
A5003097760,Ron Johnston
A5039668456,Maulik Patel
A5042726175,F. Prokoshin
A5043843066,H. Duran Yıldız
A5047158225,G. K. Surya Prakash
A5052101368,J. Erdmann
A5072590820,Jung Tae Kim∥
A5087191285,T. Sumida
A5039065189,Ryan Kelly
A5094303226,artfletch
A5100320478,Shuai Liu
A5100438687,Gang Li
A5102906879,Robert F. Miller
A5015712551,C. Anastopoulos
A5100418969,Zhang Li
A5109457709,T.W. Schultz
A5005887761,U. Kruchonak
A5025623640,Tilman Sauerbruch
A5100772525,L. Y. Dong
A5026444306,T. J. Khoo
A5032533037,Jouni Uitto
A5100761125,L. Schoeffel
A5114378041,V. Klyukhin
A5039374832,Stephen J. Forman
A5061198429,Wolfgang Wernsdorfer
A5065617275,이승우
A5020090012,Hisao Ogawa
A5049549826,Sailing He
A5106233533,C. Wiglesworth
A5107967341,T. Alexopoulos
A5001814176,Fabrice André
A5025671143,C. Leonidopoulos
A5035811517,Fusheng Pan
A5062689605,Seik Weng Ng
A5074963501,A. Knue
A5100319990,Sheng Liu
A5100402851,Min Zhang
A5063159500,Rüssel J. Reiter
A5105512257,K. Maeshima
A5050147638,Jennifer Kyle
A5075943364,김태호
A5007249328,王欣
A5020241070,Elliot K. Fishman
A5108166841,J. Moss
A5002170896,Cheng‐Yong Su
A5002876556,R. Wang
A5015282171,J. Greiner
A5015425170,J. J. Chwastowski
A5091882595,Pier Luigi Zinzani
A5028331853,Harry Vereecken
A5047313234,Kamyar Kalantar‐Zadeh
A5007117355,John J. Fung
A5020927144,Alessandro Repici
A5065652636,Jaecheol Kim
A5108616608,Feng
A5014573705,Markus Graefen
A5019490997,Andrei V. Churakov
A5021598595,S. Yoshida
A5070228992,Bodo Grimbacher
A5082322510,Ralf Paus
A5083920211,F. A. Dias
A5010720289,D. Konstantinov
A5023243048,Hye Jin Kim
A5007995306,D. Duda
A5040307802,Kay‐Tee Khaw
A5059814774,A. A. Snesarev
A5108455684,Г. А. Толстиков
A5016909151,Zhifang Chai
A5025518930,S. Camarda
A5045530498,Sun Yung Ly
A5105160596,Li Jie
A5055378370,S. Terzo
A5067706451,Jean‐Louis Pépin
A5100740052,E. Tiras
A5102710156,David B. Solit
A5106686866,A. Bellerive
A5029386580,Nu. Cepal. Subsede de México
A5031044460,Won Ho Kim
A5046768397,Graeme Eisenhofer
A5048458525,Kjell Fuxé
A5108166853,B. Isildak
A5035479034,Hideyuki Okano
A5035497314,Maria Fragaki
A5064914239,Morgan Rouprêt
A5073476986,Lin Wang
A5081964174,A. V. Anisenkov
A5100374998,Jing Liu
A5048073439,Anirban Maitra
A5100370519,Jian Wang
A5105832778,E. Tuominen
A5107171942,L. Aperio Bella
A5028433460,Richard A. Jones
A5075463548,Patrick M. Sexton
A5064058608,P. Stríženec
A5105758796,S. Pacetti
A5080756118,Hyoung Seop Kim
A5105831142,E. Stanecka
A5106479614,Z. Tsamalaidze
A5100363169,Xiaoping Zhang
A5101694733,M. Wang
A5030819206,F. Petrucci
A5042718994,G. Cibinetto
A5062581638,A.D. Fryer
A5031262573,Mark Richards
A5052567771,Guo‐Yu Yang
A5053760015,Marco Metra
A5042342307,J. W. Gary
A5048961733,R. Jaumann
A5023794502,Benjamin Besse
A5033881627,Rob Knight
A5073932699,Frank J. Gonzalez
A5085861008,W. O. Carver
A5100449651,Hongjie Zhang
A5100662306,L. Lee
A5111388453,Feng
A5044596939,Linda Wang﻿
A5052239921,Li Hui Ping
A5059520862,N. Bartosik
A5091331939,David C. Christiani
A5101933748,L. Shi
A5087713906,Ben L. Feringa
A5115604553,María del Carmén
A5037690506,C. Neu
A5004390516,L. Perini
A5008233636,Lihong V. Wang
A5046453069,Ioan Pop
A5064200460,G. Navarro
A5077940844,S. Blusk
A5100384261,Liang Cheng
A5002414830,D. Dutta
A5027568668,Jian‐Ping Lang
A5038497484,S. Yang
A5059712951,I.А. Litvinov
A5072376954,T. Johansson
A5100325058,David Zhang
A5013833794,R. Turra
A5026369423,Dietmar Stalke
A5034790128,W. S. Kŭrth
A5040451170,R. Camacho Toro
A5076713788,Stefan Neubauer
A5100429270,Jie Tian
A5100638070,V. Monaco
A5068583744,V. Angelopoulos
A5087930598,D. J. McComas
A5100385100,Lianzhou Wang
A5101619735,Andreas Maier
A5106084698,Daniel Bertrand
A5031505042,Filippo Crea
A5100387207,Ning Wang
A5106331696,A. Ghezzi
A5009283407,Peter Langer
A5028055522,M. Krammer
A5029065188,Geoff Boeing
A5051041565,Facep
A5061867315,정재훈
A5065076281,F. Yumiceva
A5074492188,J. K. Behr
A5091897486,M. Svatos
A5005375790,Andrea Alù
A5009142068,Alexander R. Vaccaro
A5010559287,Michael B. Wallace
A5059088310,Helmut Schwarz
A5090097086,Euan K. Brechin
A5111548669,G. W. T. H. Fleming
A5039937730,J. Pazzini
A5042565827,F. Chlebana
A5071798264,Lei Zhang
A5100611600,Zhenhua Wu
A5108062431,T. Kress
A5108167601,I. Lokhtin
A5037890696,Mark Woodward
A5044064524,Jaffer A. Ajani
A5058983264,S. Iştın
A5064735594,George C. Schatz
A5012657143,Hiroaki Shimokawa
A5020894344,Rolf Gleiter
A5060505583,Zhang Yan Zhang Yan
A5069057189,Santiago García‐Granda
A5025798223,M. T. Lucchini
A5035058817,V. V. Kostyukhin
A5038220653,I. Dumanoǧlu
A5055349757,F. J. Muñoz Sánchez
A5105470819,G. S. F. Stephans
A5020856368,Jeremy Bentham
A5022792928,J. Cantero
A5101586037,Maximilian F. Reiser
A5043060302,Björn W. Schuller
A5036429706,A. Kayis Topaksu
A5052657395,Andreas von Deimling
A5112319946,James Carr
A5048468979,Ji‐Won Lee
A5068139955,Zhu Wang
A5106498549,Z. Yang
