scientist_id,name
A5021405899,G. Busetto
A5023907960,Xxyyzz
A5026490818,Mark A. Ratner
A5027829957,Diego Mendes Lima
A5046685813,John Cort
A5070494006,Hideo Yagita∥
A5075058066,L. Asquith
A5102877546,T. R. Holmes
A5106511780,R. P. Gandrajula
A5107831518,A. Bocci
A5016137188,Frank L. Lewis
A5025718836,F. E. Bauer
A5038830876,Wen‐Cai Ye
A5041033274,Sumanta K. Pal
A5060068424,J. Demaison
A5063149578,이승재
A5086480330,Zhangxin Chen
A5100411084,Ling Chen
A5114375669,B. T. Winter
A5025769557,H. C. Cheng
A5082901509,Colin L. Raston
A5100381131,Huimin Zhang
A5108118217,Editorial Board
A5108127554,Adeline Su Yien Ting
A5109832747,Сун
A5114374383,M. S. Neubauer
A5017910924,Kazunari Domen
A5036482894,M. J. Graham
A5039508442,McCulloch Bros.
A5045061757,Zhang Xiao Ping
A5049283101,У. М. Джемилев
A5084685326,J. Romine
A5086124703,Rino Rappuoli
A5100717180,Qiang Yu
A5101004238,Gunther Reinhart
A5107985937,Z. Zhao
A5108742038,Ма
A5108930892,A.J.P. White
A5109152183,David Sidransky
A5010168885,Kenichi Yoshikawa
A5015039354,Weisheng Hu
A5042054027,Mls
A5052318775,J. Incandela
A5056201103,Kim R. Dunbar
A5089521767,Gerard van Koten
A5103060462,F. Di Lodovico
A5105180868,R. Faccini
A5105659614,C. Petridou
A5005592293,Shuang‐Quan Zang
A5007825062,H. Schindler
A5017585326,Çharles N. Bernstein
A5019345945,Yinjie Tang
A5037119634,Alison Abbott
A5039339816,Sun We
A5069738672,Klaus‐Peter Lesch
A5074461283,A. Elizabeth Arnold
A5079479029,Svitlana V. Shishkina
A5107898453,J. Tueller
A5114259459,Guoping Qiu
A5114374236,J. Brodzicka
A5003544129,Annamaria Colao
A5016223122,Weiwei Zhu
A5026388597,Donald Y.M. Leung
A5089547723,Martin Wabitsch
A5100642851,Byung‐Soo Kim
A5103215109,Osamu Ito
A5104506506,Désirée van der Heijde
A5108021865,A. Zabi
A5001098397,César A. Moran
A5004376273,Günter Burg
A5020205615,LIU Li
A5025023257,Manolis Kogevinas
A5029970447,Masaaki Arakawa
A5054374857,Michael W. Kattan
A5066903927,Kamil Kuča
A5068035661,박성수
A5070132319,Daniel J. Weisdorf
A5079398535,N. Picqué
A5081243390,Masaharu Nishimura
A5081936731,Wing‐Tak Wong
A5091598919,R. F. T. Stepto
A5100367752,Hailong Wang
A5111498330,Autores varios
A5028281315,Susumu Kitagawa
A5064187188,Olle Eriksson
A5064309113,Emelia J. Benjamin
A5074872542,Jordi Cabot
A5082623866,王莹
A5083040475,Mark P. Mattson
A5108047622,Jin Liu
A5023634772,Paul W. Armstrong
A5033386949,Leslee J. Shaw
A5041297677,F. Guescini
A5054951910,Michael Α. Gatzoulis
A5056852085,Soheyl Noachtar
A5067431731,Martin J. Schalij
A5010098450,Peter N. Horton
A5012691135,Gèrard Socié
A5024421064,Weihong Tan
A5031613969,René S. Kahn
A5058492122,Thomas Penzel
A5059010278,John Wilson
A5075159800,Bin Chen
A5076316778,Kam‐Lun Ellis Hon
A5086718138,Various Various
A5101473760,W. Luo
A5102001484,C. Meyer
A5010019307,Jörg Neugebauer
A5019365403,Herschel Rabitz
A5021480569,Claudia Haferlach
A5034905707,A. Gozzelino
A5048470168,김성일
A5048650003,Aggelos K. Katsaggelos
A5106457797,V. Vagnoni
A5106498528,K. Carvalho Akiba
A5107960853,A. Santocchia
A5110563272,Li Li
A5004526973,Detlef Stolten
A5018934540,M. Rusop
A5026230027,G. Haefeli
A5036457394,Patrick Segers
A5042098998,S. R. Wagner
A5062101644,Mark C.M. van Loosdrecht
A5070239285,Sifeng Liu
A5090925242,Tao Zhou
A5114377441,C. Satriano
A5019687594,J. E. M. Robinson
A5044709492,Leonard F. Lindoy
A5048013245,Vı́ctor Moreno
A5066166027,Photographer Arthur Llewellyn Basham
A5068850044,Roger S. McIntyre
A5100412482,Gang Liu
A5113563512,Guibin Jiang
A5015300255,Rajender S. Varma
A5023466635,Eric C. Hosten
A5046967177,Michael Schmidt
A5051317911,Frank W. Heinemann
A5055983380,김진석
A5065085492,刘辉
A5065673016,Mamoru Suzuki
A5077749268,Cristina Basso
A5100607135,Simin Liu
A5008208200,Vincenzo Valentini
A5021850789,Hans‐Ulrich Kauczor
A5023118863,George Wypych
A5029159537,María‐Victoria Mateos
A5034783890,B. J. Shappee
A5059893981,C. Henderson
A5083878163,P. Gandini
A5089282830,Christof Baltes
A5094302920,Druck Stückle
A5100386104,Ying Zhang
A5100725284,Norihiro Suzuki
A5105512069,З. Маршалл
A5108072447,José María
A5019017643,B. Wysłouch
A5044426409,M. Hohlmann
A5070584177,C. Frei
A5090355454,Eckhard Bill
A5107849767,S. Playfer
A5108037036,H. D. Yoo
A5108681726,Ahmed Alsaedi
A5000443930,Zhi Yang
A5000651436,D. Martínez Santos
A5000747773,R. J. Foley
A5009728510,Philippe Pîbarot
A5039017444,H. Abreu
A5059626751,Richard A. Gibbs
A5062351554,김영선
A5095885849,Inventaire National Du Patrimoine Naturel
A5100758728,Junbo Ge
A5106331521,A. Polatöz
A5035053309,Y. Zhang
A5054593712,Dario Braga
A5060949051,Antoîne Italiano
A5088359901,Keivan G. Stassun
A5100343282,Yufeng Zheng
A5102906652,Howard I. Maïbach
A5108039033,A. Cortes-Gonzalez
A5108101861,王宁
A5016212527,R Myers
A5030488812,Yang Wang
A5040365078,S. Benetti
A5057500759,Theodorus H. van der Kwast
A5061886376,Paul Willner
A5079726681,T. Don Tilley
A5106235141,A. Nowack
A5022077244,Chihaya Adachi
A5062970583,김희진
A5068891087,Robin Hanson
A5072693495,Yiu‐Wing Mai
A5072837175,Joost P.H. Drenth
A5100706729,R. Vazquez Gomez
A5107826033,E. Gabathuler
A5108043839,K. Pedro
A5008008203,H. J. Kim
A5020367935,G. Groeseneken
A5029163512,Alex K.‐Y. Jen
A5035655055,张 琪
A5037254778,Norbert De Kimpe
A5039233288,Stephen L. Buchwald
A5049220984,Joseph Roscioli
A5052505082,B. Roland
A5054802858,M. Hassan Murad
A5076297431,Gaël Forget
A5086922344,P. Bhattacharya
A5113031732,Rebecca Voelker
A5115603611,Yi Zhang
A5015222949,Y. Maravin
A5017993242,Atta‐ur Rahman
A5036931186,Vivekanand Jha
A5062508940,Yakov Kuzyakov
A5076054848,James Larkin
A5100658008,Shujun Zhang
A5101886313,Lei Zhang
A5111391376,Cui Cui
A5005201385,Reiner Anwander
A5008593691,Roy S. Herbst
A5035707962,Sang Bae Lee
A5049055621,Sabine Van Huffel
A5055622569,Yuichi Ikuhara
A5058409050,Falk Kiefer
A5072933133,A. J. Weinstein
A5077297843,Roel Baets
A5081983682,Hideo Ohno
A5088754757,Dieter Enders
A5089853859,S. Vlachos
A5100403087,Lin Wang
A5100729400,P. Vázquez Regueiro
A5103951357,M. Vander Donckt
A5025886998,Andrew J. Vickers
A5054386559,Paula Mouser
A5069440682,J. B. Ketterson
A5070061359,Marco A. Marra
A5070552363,이승희
A5101541766,Richard White
A5108051543,P. Schleper
A5012881566,P. D’Avanzo
A5016377624,Steven Gallinger
A5024676627,Sun Young Rha
A5029777782,Jacob Rosenberg
A5034996987,Dirk Van Raemdonck
A5058853115,Qiyong Gong
A5073727743,Helge Müller‐Bunz
A5084171462,Gerd Plewig
A5111418930,Cyrus Abivardi
A5008501506,Shuzhi Sam Ge
A5013551382,Fernando Alberício
A5018342505,Tomoyuki Kawada
A5030608184,M. R. Goad
A5036468741,Jérôme Faist
A5052765751,Luís Paz-Ares
A5062248785,Hans Clevers
A5068121401,Jianhua Zhang
A5074828414,Hongyu Zhao
A5084308898,E.V. Boldyreva
A5100727528,Roberto Ferrari
A5107855857,P. Gras
A5114375423,R. Teixeira De Lima
A5006376053,Vojtěch Adam
A5006758334,Marcus R. Munafò
A5020310155,Jon Rokne
A5024180743,Julien Taı̈eb
A5031439294,Maarten de Rijke
A5045016749,Francisco Herrera
A5048285866,김정숙
A5051013835,Hirofumi Tanaka
A5070638707,Jacques Fontanel
A5072653864,Giuseppe Argenziano
A5075409783,Peter Lönnecke
A5100352726,Feng Chen
A5100741983,Yong Deng
A5011041473,Robert Klopfleisch
A5014454318,Bo B. Iversen
A5020445890,Qing Jiang
A5024798356,Antonio Giordano
A5044635661,JinYeong Bak
A5049812527,Michael I. Jordan
A5053876725,F. Dordei
A5088771037,Aibing Yu
A5100686460,Susan M. Smith
A5100710245,D. Lynn
A5107593925,P. Álvarez Cartelle
A5107949065,Seik Weng Ng
A5001124933,Martin S. Tallman
A5006478508,Peter Ilich Tchaikovsky
A5010208412,North Carolina
A5013453246,J. J. Back
A5015669756,Adnan Kastrati
A5039251689,김태균
A5046988750,Arthur Cayley
A5051647346,Matthias Drieß
A5103278146,J. Maeda
A5103856342,Anke Spannenberg
A5108372738,dave
A5109864926,Sheng
A5009768677,F. Ferreira Rodrigues
A5017714289,Omar K. Farha
A5048675624,Bharat B. Aggarwal
A5049953304,Branko Stanovnik
A5053758445,이상헌
A5061380795,Ning Liu
A5075061959,Aaron R. Folsom
A5078543343,D. K. Ferry
A5089516413,Thomas J. Meyer
A5100340927,Min Wang
A5106613391,Y. Haddad
A5012954225,M. C. De Sanctis
A5013855582,김윤정
A5016405761,Osamu Suzuki
A5021604302,Richard Shine
A5021685997,Thomas Mueggler
A5023115923,Jan Lubiński
A5027684473,S. Malde
A5043350291,Timothy J Wilt
A5055834265,S. Nishida
A5056735741,Edward V. Loftus
A5060512263,Michael H. Bloch
A5063199354,Alexander Drilon
A5067877787,R. A. Aitken
A5068320924,Pascal Delwit
A5073581192,Walter Thiel
A5090377735,F. Dettori
A5107968576,P. Raics
A5110597615,Alyson J. Bond
A5022007340,Klaus Wurst
A5049884976,Yoshinao Oda
A5058987737,Philippe Lambin
A5063511816,Timothy F. Cloughesy
A5078558986,Shouyang Wang
A5107353012,B. J. Gallop
A5108167627,A. Saha
A5112621017,John 
A5022595225,Wolfgang Schnick
A5050642902,Elizabeth M. Jaffee
A5050844324,He Tian
A5060331758,Martin A. Green
A5067102201,P. Andrew Futreal
A5068251479,jbabadie utilisateurs
A5071482630,Iain B. McInnes
A5072900037,P. Nugent
A5075995463,You Song
A5083679041,Z. S. Demiroglu
A5083715547,Mark Slifstein
A5088641046,Robert Louis Stevenson
A5098799773,Zachary Lewis
A5114259110,Chien‐Chung Lin
A5007245520,John Tobin
A5026292768,Licheng Sun
A5037913669,Otto Braun‐Falco
A5051277222,Mithat Gönen
A5060629473,M. Fiorini
A5066695904,Jean Woo
A5082004555,Ola Landgren
A5085360755,Mark R. Litzow
A5100688318,Bo Li
A5110371941,Wu .
A5112083440,Alex Tullo﻿
A5113560673,Huang
A5020070948,Peter Shizgal
A5026415059,Shiv Kumar Sarin
A5029107268,William J. Kraemer
A5055677585,Claus Bachert
A5055817546,M. Sioli
A5100361841,Jun Li
A5106332332,F. Margaroli
A5108167111,F. Giuli
A5009520028,Fabian Walter
A5012639427,Aaron Cohen‐Gadol
A5028563993,Marta Goula
A5030454575,Stefan Blankenberg
A5045998647,Gilwoo Lee
A5060165563,J. D. Thompson
A5082894731,Irving L. Weissman
A5100748842,Mohammad Tariqul Islam
A5108167285,P. Owen
A5006952690,Heribert Schunkert
A5008704300,Norbert Frey
A5010185179,Bill Cannon
A5017865820,Luigi Di Biase
A5023448163,Alan E. Willner
A5031933716,Howard I. Maibach
A5066055309,Lutz H. Gade
A5090744975,Julie E. Buring
A5091765229,Daniele Santini
A5100406789,Hui‐Ming Cheng
A5100423221,Ming Chen
A5100673343,J. Lee
A5107851570,M. Rescigno
A5008531984,Michael J. Blaha
A5008915976,Donald P. Schneider
A5022288501,Liam Smeeth
A5051810231,Thomas E. Albrecht‐Schmitt
A5074895828,A Mortazavi
A5082165691,Dieter Schollmeyer
A5088125571,Eric Gouaux
A5100610446,Feng Liu
A5010373939,Yoshiaki Nakano
A5012442242,Albert D. M. E. Osterhaus
A5022303970,Jinho Choi
A5052692929,Daniele L. Pinti
A5064391561,Brian J. Cole
A5085432173,Aboul Ella Hassanien
A5023159660,Steven Laureys
A5036110536,David W. Bates
A5036720066,Poom Kumam
A5044298347,Ming Chen
A5045702318,Michael McAleer
A5047238841,Thomas Kohnen
A5056423289,Leticia Olvera
A5057101828,한천구
A5084953297,Leslie J. Francis
A5100620486,Fei Huang
A5106325112,F. C. Porter
A5108364405,Diana Carolina
A5111586440,Zev Rosenwaks
A5114377207,J. B. Beacham
A5004567468,Edmund Burke
A5016522209,Roberto William Invernizzi
A5029222693,张萍
A5029655426,Margaret Torn
A5030492607,D. J. Lange
A5035318279,Thomas J. Vogl
A5042637066,P. Branchini
A5062765034,Xuedong Zhou
A5063266269,Maximiliano E. Korstanje
A5078173230,Adel K. El‐Naggar
A5088454192,A. Quirrenbach
A5090900773,Robert J. Desnick
A5037953685,이진희
A5058012401,Gerhard Rogler
A5100336197,Li Wang
A5001582187,Maria Polinsky
A5004425214,Mohammad Reza Zali
A5021465377,Robert McSorley
A5023065107,Hai Cheng
A5025529463,Brian I. Rini
A5027772237,Johannes G. Bode
A5033746477,Gregor Schnakenburg
A5043499649,Gıancarlo Comı
A5047713366,Shoichiro Tsugane
A5057183308,Matthias Schwab
A5074785536,Kenneth B. Storey
A5074885018,Alexandra Navrotsky
A5100613677,Anil K. Jain
A5002248149,Ravi Naidu
A5005939815,Andrei S. Batsanov
A5030152252,Muhammad Abdel Haleem
A5031939603,S. Perazzini
A5035644440,George A. Wells
A5035919046,Ingo Krossing
A5037632984,Akira Shibata
A5052576862,Michael A. Matthay
A5054184482,Luis C. Ho
A5061869584,Yuji Naito
A5068531833,S. D. Bale
A5107874627,D. Tsybychev
A5007372549,Janet Treasure
A5017167322,Frank Glorius
A5024473025,P. Carniti
A5029678899,M. Eric Gershwin
A5071289803,Petar Popovski
A5072986688,Keiji Maruoka
A5079881393,Jian Zhang
A5100421591,Yang Li
A5106314863,N. Tosi
A5106322927,F. Ricci-Tam
A5110768639,Seiji Shinkai
A5012034272,Alfredo Falcone
A5013845812,Венелин Терзиев
A5023914308,D. Queloz
A5030157670,Y. Hu
A5036683370,Don Towsley
A5043621247,Darbi Griffith
A5047086573,A. Contu
A5058634982,Dale P. Sandler
A5065367175,P. Laycock
A5066705036,Arumugam Manthiram
A5109814493,Wang
A5024591419,Lirong Zheng
A5024592558,C. Fitzpatrick
A5030033231,Igor E. Shparlinski
A5042972881,F. Aharonian
A5050699980,Floriana Tuna
A5052234283,Clifton D. Fuller
A5052869398,Jason Stajich
A5081156604,Dietmar Fuchs
A5084766858,David Levinson
A5100333516,Lei Chen
A5100704087,Torben Hansen
A5000790915,Elaine Winston
A5003393146,Sport Careers
A5004280669,Verity J. Brown
A5018105687,D. Fehling
A5018366869,Jeremy C. Smith
A5051827351,A. Kugel
A5087725961,V. Pugatch
A5100354178,Peter Lee
A5100620306,Jie Zhou
A5101613292,Rui‐Hua Xu
A5111658859,Marilyn E. Carroll
A5111684672,Hans Pritzkow
A5114250159,Zhu Zhu
A5003684141,Susanna Esposito
A5006262715,Mitchel S. Berger
A5010933795,김상수
A5014245195,Graham Thornicroft
A5015256840,M. Schiller
A5038152431,Edson Marchiori
A5039648357,P. Hamal
A5041025620,Erasmo Carrera
A5053072987,R. Poling
A5060375992,Aristotle 
A5072532913,Noam Chomsky
A5107868380,Piet Rietveld
A5108753698,Phil Szuromi
A5108775978,David J. Posey
A5039785140,Ravi Misra
A5041955556,Reinhilde Jacobs
A5048404034,E. Santovetti
A5054572740,Willem M. de Vos
A5088079690,이선희
A5100342828,Ya Zhang
A5102756954,V. Bunichev
A5107959742,D. M. Newbold
A5026854942,Л. И. Дорман
A5027779972,Bernhard Meyer
A5034209487,H. R. Qi
A5049288442,Ron D. Hays
A5054874316,Ludwig Kappos
A5056889851,Andreas Herrmann
A5062137084,R. Simoniello
A5077296737,Ãngel Carracedo
A5077860363,R. L. Bates
A5086249998,Mark M. Awad
A5100446261,Wen‐Jun Li
A5022621691,Ali J. Chamkha
A5026235423,Dick Tibboel
A5032028897,Marco Valgimigli
A5036554086,Merete Nordentoft
A5055375254,Joachim Maier
A5071783888,김동희
A5072009895,M. Mooney
A5091587615,Kenneth A. Jacobson
A5091825790,D. A. Gurnett
A5100371961,Yue Wang
A5105460897,L. E. Piilonen
A5112869299,Peter A. Santi
A5024269499,Ting Wang
A5031171090,Xavier Montalbán
A5035695436,M. LeBlanc
A5062232887,Colin Berry
A5075865228,N. Govender
A5111409972,Vários Autores
A5007308411,Carsten Bolm
A5013763025,Matthias Augustin
A5016903737,Kazuhide Higuchi
A5076069948,K. Burkett
A5084137468,Mary F. Mahon
A5091299701,Harvey I. Pass
A5111413844,C. Bromberg
A5009405927,Marco Keiluweit
A5022876429,Kenneth Kemner
A5076818447,Shuji Ogino
A5100332555,Zhen Li
A5100363762,Ho Kim
A5100620739,Bo Ai
A5108093831,W. T. Meyer
A5002969658,Nora D. Volkow
A5005123295,Maxime A. Siegler
A5014078830,Irwin Goldstein
A5014515612,D. R. Wood
A5014800121,Graeme J. Hankey
A5018563286,C. Betancourt
A5021013894,Hedvig Hricak
A5030533822,Dorry L. Segev
A5040933938,Roger L. Milne
A5041408764,G. Zamorani
A5065838439,H. Morkoç̌
A5088926880,V. Coco
A5090265161,Bahram Javidi
A5091130618,M. Gouighri
A5107444502,Sanjay Sharma
A5107830364,L. Gray
A5112623798,Yu‐Chuan Li
A5007239425,John M. Kirkwood
A5012027229,D. Bisello
A5030080832,Peter C. Austin
A5033576303,Geoffrey A. Donnan
A5070364047,Jason C. G. Halford
A5079367597,Robert L. Meagher
A5086088688,Eric P. Hoffman
A5088822443,F. Fiedler
A5089513581,Aleix Prat
A5104045098,ROBERT FINN
A5004559759,Johan Wouters
A5007578304,Eric J. Small
A5012849482,Anthony J. Dean
A5019857554,Holger Sudhoff
A5024952249,Yen Wei
A5068534486,M. De Cian
A5076375061,Hiroyuki Daida
A5090356821,Teiji Tominaga
A5100383082,Ying Chen
A5103163368,Leonid Dubrovinsky
A5112622791,Zhang
A5027117340,M. Kreps
A5038418925,Pierre‐Edouard Fournier
A5063898483,Abraham Weizman
A5072840491,Hubert Bonin
A5083825910,Frank Tacke
A5100370559,Jian Wang
A5100370972,Hong Wang
A5107639967,이재성
A5002952094,Matti Haukka
A5005025136,Albert Albers
A5025807046,Josip ‎Pečarić
A5027124083,Luc Van Meervelt
A5033604270,Jane Austen
A5040573842,R. Sadykov
A5051279094,Todd H. Baron
A5100724974,Xiaohui Zhang
A5002906348,이지혜
A5033368647,Christoph Wanner
A5051305353,Wolfgang Schneider
A5061723693,M. C. Chu
A5077198825,John R. Falck
A5079059365,William Petersen
A5089128381,James G. Scott
A5106526052,R. Cardinale
A5109805151,Zhang
A5114374307,J. Jiménez Peña
A5013575223,박성진
A5021767295,Rolf Rossaint
A5040833853,C. Touramanis
A5049753330,Lorelei A. Mucci
A5054326236,Richard Kearney
A5089902442,Norihiro Tokitoh
A5002628021,Guy A. Rouleau
A5010891460,Martin J. van den Bent
A5029129626,Amir Lerman
A5031839567,M. Volpi
A5035971821,Richard J. Staples
A5044176155,Ming T. Tsuang
A5076762560,David P. Farrington
A5080499966,P. Wurz
A5088453908,K. C. Freeman
A5100336135,Li Wang
A5107346992,C. Bernius
A5107868967,L. Orsini
A5109869303,Wei Li
A5001112910,Paul De Hert
A5016186200,Claudia Spies
A5017953971,Ann‐Lii Cheng
A5040845311,Antônio Lúcio Teixeira
A5046359435,Jordi Sunyer
A5058833301,J. A. Parsons
A5067004420,R.Z. Wang
A5071175870,Hiroshi Date
A5087037901,C. H. Shepherd-Themistocleous
A5107333618,M. Owen
A5107637383,K. Österberg
A5108551743,Guoan Bi
A5109325616,São Paulo
A5018478553,Wen Gao
A5040173015,Q. Ingram
A5054863243,Zhou Jian
A5060639082,Toshio Suzuki
A5079179983,Gareth J. Barker
A5100322864,Lingling Wang
A5100438696,Gang Li
A5105515992,B. Klima
A5001653266,Tsutomu Suzuki
A5018182139,刘丽
A5022209585,R. Bartoldus
A5023209431,Philip J. Cowen
A5026448180,J. G. Messchendorp
A5031099237,Victoria L. Harvey
A5035605515,Naval Daver
A5042633786,Tim A. McAllister
A5055414031,Soottawat Benjakul
A5084928512,John F. Cryan
A5107828609,K. W. West
A5107851439,M. Dührssen
A5006427311,Bradley J. Nelson
A5028685824,T. Chivers
A5034973943,Martin G. Banwell
A5036247444,Lars G. Svensson
A5049752928,S. Somalwar
A5065571043,Richard M. Martin
A5068354355,Kenji Kangawa
A5069864999,Richard Kühn
A5107845716,K. Mönig
A5108167242,M. A. Mahmoud
A5001987704,D. Berge
A5012321564,Saralees Nadarajah
A5018094254,K. Jon-And
A5019521209,Laura Meredith
A5032740583,Hiroshi Tanaka
A5049718399,Hongwei Hou
A5053970434,好紀 十倉
A5058045903,V. Dubenskyy
A5100753023,K. A. Johns
A5113489149,Guido Adler
A5113722346,Zhou
A5114376590,I. Nasteva
A5012052604,Michael Knödler
A5024345508,David B. Lindenmayer
A5030953989,Katsuhiko Ariga
A5038980126,이경호
A5060616205,Hendrik Van Poppel
A5062513292,M. Saimpert
A5085922161,S. Regnard
A5100391270,Lin Ye
A5100773205,Nikolaos G. Papadopoulos
A5102982660,Akira Yoshikawa
A5107599820,G. Eckerlin
A5046132413,Theodore S. Lawrence
A5052937825,B. J. Anderson
A5054371215,Ross Arena
A5057736043,E. Smith
A5060736941,Andrew T. Hattersley
A5061677420,연구원자료
A5063649629,Alexander S. Novikov
A5078760536,Diether Lambrechts
A5090471164,Wolfgang Frey
A5091807255,Marcus Foston
A5107830858,S. Donati
A5108073838,김재환
A5001073596,D. G. Hitlin
A5003905928,Héctor García Martín
A5013343091,James P. Morgan
A5016908886,Fergus J. Couch
A5028778207,J. P. U. Fynbo
A5030019301,Paolo Gontero
A5040276834,Miguel Yus
A5051932932,Kit Webcast
A5054059024,M. Sannino
A5055584432,Sakae Tanaka
A5085592050,Peter Rossing
A5089191522,Anne Greenough
A5100757449,Añil Sharma
A5100762193,J. Takahashi
A5107211008,V. Egorychev
A5003286982,N. H. March
A5012898790,M. D’Alfonso
A5054855052,Ralph R. Weichselbaum
A5059814020,Ivan P. Parkin
A5070851446,J. Zhao
A5074240981,M. Dorigo
A5087117028,Jian Yang
A5088986004,Karel Allegaert
A5112784484,Hermann Haken
A5007001229,Stefan H. E. Kaufmann
A5011529063,Moshe Talpaz
A5019936936,Norma E. Sánchez
A5022978174,陈军
A5036575223,Stephen Safe
A5056022955,Michael R. Cohen
A5077305809,G. Mancini
A5086706224,Alan Yuille
A5091721810,François Bertucci
A5100455395,Tao Li
A5114378457,C. Lazzeroni
A5004847496,Schahram Dustdar
A5025574771,Carlo Ferrarese
A5033576519,Yun Seong Song
A5042614446,김재홍
A5049273996,Antonio Abbate
A5057100848,E. Oset
A5059982682,이동원
A5061652666,Oliver G. Schmidt
A5066326587,O. Yaron
A5066801656,Harry B. Gray
A5087452615,Dimitrios Tzovaras
A5088763677,S. Hou
A5100727322,Fei Chen
A5104036399,P. Merkel
A5114378001,M. Kenzie
A5002904166,Zhiguo Ding
A5004152557,Thomas E. Witzig
A5011062121,Jerry L. Atwood
A5024589373,Bruce Bower
A5034586607,Clyde W. Yancy
A5035980182,R. Aptekar
A5043946489,Carlos L. Arteaga
A5056410545,William L. Griffin
A5074099993,Edoardo Savarino
A5077491763,이창호
A5085313387,Francis K.L. Chan
A5100712497,Jingping Wang
A5111853623,C. Glidewell
A5113738909,Beate Schumacher
A5009662722,Claudio Toniolo
A5019539533,Jiawei Han
A5025136768,Eckhard Wolf
A5036980823,H. L. Russell
A5038492593,John C. Crabbe
A5042515459,William Levason
A5060707163,Ronan Sauleau
A5086454107,P. T. Cox
A5100599376,Jianyu Zhang
A5100728059,Steven J.M. Jones
A5107937309,G. Bauer
A5001646221,Nicolaus Kröger
A5013352787,E. Auffray
A5031410763,Guıdo Grassı
A5034739279,Myung‐Ju Ahn
A5053585879,D. Buckley
A5074860021,Colin C. Williams
A5091644253,W. H. Trzaska
A5100402534,Jian Li
A5100430968,Cheng Xu
A5100658243,Min Liu
A5001712691,김유진
A5023437307,Tobias Conradt
A5023440487,Junhao Chu
A5029337117,P. M. Patel
A5053388594,A. Gallas Torreira
A5054070152,J. E. Grindlay
A5058612163,Stephen B. Baylin
A5064231378,Yuanqing Xia
A5065489740,Pier Mannuccio Mannucci
A5083667726,H. Takai
A5088697304,Giuseppe Viale
A5090222404,Willy Verstraete
A5091092328,김희정
A5100391379,Fangfang Wang
A5100426073,Jung Ho Kim
A5100638045,Jincheng Zhang
A5106074405,R. Konoplich
A5112741991,Meinhard Schiller
A5008222844,최영준
A5008322271,M. Pló Casasús
A5020032572,Douglas Kondziolka
A5021150846,William T. A. Harrison
A5025419127,Irena Kushner
A5027297848,Peter K. Liaw
A5036553087,Klaus Scheffler
A5049060150,Hans‐Dieter Volk
A5065696204,양현석
A5065738476,O. Shcherban
A5070787894,J. P. Dubey
A5074646090,Meinrat O. Andreae
A5080518263,S. M. Mazza
A5091756756,E. Cheremushkina
A5094303126,Bionomia
A5100382929,Jun Yao
A5100395576,Bin Liu
A5105286128,Wen G. Jiang
A5111387888,Peng
A5005797590,John M. Maris
A5025935523,Hans Gelderblom
A5039057642,Ruben A. Mesa
A5040083013,김성태
A5054534850,Sylvia Stöckler‐Ipsiroglu
A5089007961,Karl Peltzer
A5090631705,Susan Michie
A5100784763,F. Nessi‐Tedaldi
A5003258692,Cynthia M. Bulik
A5003507376,Aldo Scarpa
A5004933128,Ralf Steinmetz
A5005894115,Michele Zorzi
A5011350655,Nancy L. Pedersen
A5011579712,Livy
A5019557676,Jae Young Choi
A5038943184,김병철
A5048819576,John D. Potter
A5053249725,Jeffrey D. Sachs
A5068552000,이상규
A5076855882,T. Sasaki
A5080879830,Rudi van Eldik
A5100350849,Mingjie Zhang
A5100784506,Hideo Baba
A5105514214,A. Soha
A5019686478,Po‐Ren Hsueh
A5026037068,M. Nozaki
A5043671177,이영재
A5044111018,Nuno Sousa
A5049461530,Bruno Reichart
A5051102773,Deren Yang
A5058365723,Chiu‐Wing Winnie Chu
A5062568201,Marcio Roberto Martins
A5063633150,Rick Mullin﻿
A5076290987,Henning Tiemeier
A5078821076,C.E.M. Griffiths
A5091608368,M. Delcourt
A5100800340,Jianhua
A5101754024,Lei Lei
A5012410233,J. C. Raymond
A5012802696,José́ G. Vargas-Hernández
A5014946319,Eiichi Nakamura
A5029590104,S. Bressler
A5034256135,A. Di Canto
A5042575799,Jean‐Yves Scoazec
A5100333005,Jie Chen
A5101602789,Enbo Wang
A5110960799,Robert A. Good
A5111881720,Scott Rozelle
A5011210827,B. Couturier
A5023274883,Betty U. McNeely
A5028899187,Joe W. Gray
A5051195514,Mohammad S. Obaidat
A5071950325,T. Venkatesan
A5088169378,Fritz Klocke
A5100334558,Liang Chen
A5002665877,Marc A. Rosen
A5020011492,J. Olsen
A5032819039,Du Toit Loots
A5037092952,Michael F. Berger
A5048067129,Arne Astrup
A5057154243,Jing‐Lin Zuo
A5059166265,Adi F. Gazdar
A5074636897,Zigang Dong
A5100325209,Jiang Liu
A5100404886,Ning Zhang
A5100643265,C. L. Philip Chen
A5102894501,Hiroshi Inoue
A5107536916,J. A. Murillo Quijada
A5107824832,J. Antoš
A5112024112,Ren
A5114378267,Qian Zhang
A5001259201,Kiyoshi Takahashi
A5008238569,Vadapalli Chandrasekhar
A5022473461,Roger Williams
A5038753309,J. Silvio Gutkind
A5047917749,Fei Wang
A5048686824,Bálint Botz
A5053682798,김경훈
A5055849986,Stephen J. Nicholls
A5064240414,David R. Jones
A5083649171,Adina Howe
A5086222360,Thomas Berger
A5088486180,Robert Peter Gale
