paper_id,scientist_id
W4390690905,A5054931755
W4390690905,A5023794502
W4390690905,A5037461196
W4390690905,A5057162992
W4390690905,A5110844442
W4390690905,A5005962138
W4390690905,A5048231332
W4390690905,A5016751143
W4390690905,A5060083195
W4390690905,A5090324173
W4390690905,A5076756498
W4390690905,A5066861614
W4390690905,A5004928583
W4390690905,A5080746799
W4390690905,A5028699633
W4390690905,A5080991347
W4390690905,A5112257965
W4390690905,A5014809735
W4390690905,A5102507725
W4390690905,A5030455508
W4390690905,A5057761387
W4390690905,A5077188275
W4390690905,A5056924605
W4390690905,A5047491187
W4390690905,A5111907321
W4390690905,A5009122355
W4390690905,A5010376603
W4390690905,A5064697305
W4390750892,A5058665522
W4390750892,A5079930604
W4390750892,A5015180007
W4390750892,A5061287825
W4390750892,A5102720049
W4390750892,A5054486858
W4390750892,A5017489339
W4390750892,A5067184382
W4390881995,A5040841338
W4390881995,A5020587193
W4390906364,A5008877866
W4390906364,A5059560949
W4390906364,A5101896571
W4390906364,A5101532748
W4390906364,A5100673226
W4390906364,A5003408809
W4390906364,A5074879943
W4390906364,A5055811979
W4390906364,A5071080377
W4390906364,A5074269903
W4391035666,A5058666146
W4391035666,A5069540750
W4391233954,A5047663284
W4391233954,A5101296771
W4391233954,A5107656273
W4391233954,A5007789922
W4391233954,A5101707952
W4391233954,A5044338280
W4391247724,A5011621973
W4391247724,A5012431211
W4391247724,A5062049138
W4391609078,A5100747521
W4391609078,A5103165623
W4391609078,A5091458736
W4391609078,A5112876905
W4391609078,A5004537114
W4391609078,A5015854857
W4391609078,A5067816201
W4391609078,A5008529319
W4391609078,A5013134790
W4391609078,A5067268817
W4391617219,A5064975333
W4391617219,A5112277864
W4391617219,A5010953822
W4391617219,A5035106740
W4391617219,A5088034421
W4391617219,A5083232394
W4391617219,A5068991925
W4391617219,A5021706705
W4391617219,A5034008284
W4391617219,A5010806345
W4391617219,A5087876962
W4391617219,A5003562662
W4391617219,A5035907158
W4391617219,A5090200098
W4391617219,A5046831441
W4391617219,A5114377551
W4391617219,A5010703194
W4391617219,A5047724596
W4391617219,A5007119814
W4391617219,A5108636247
W4391617219,A5026636852
W4391617219,A5048422314
W4391617219,A5009170752
W4391617219,A5029472936
W4391617219,A5006246283
W4391617219,A5086278654
W4391617219,A5070954507
W4391617219,A5003394099
W4391617219,A5079087195
W4391617219,A5021756508
W4391617219,A5091821970
W4391617219,A5109681197
W4391617219,A5054317612
W4391617219,A5008199742
W4391617219,A5075715441
W4391617219,A5113114588
W4391617219,A5069790880
W4391617219,A5093883321
W4391617219,A5046138159
W4391617219,A5093883325
W4391617219,A5031175434
W4391617219,A5109786927
W4391617219,A5065980286
W4391617219,A5059427666
W4391617219,A5046585516
W4391617219,A5071385768
W4391617219,A5093883331
W4391617219,A5010343477
W4391617219,A5045629418
W4391617219,A5100322921
W4391617219,A5027380340
W4391617219,A5029728732
W4391617219,A5043845774
W4391617219,A5100388883
W4391617219,A5088204461
W4391617219,A5070491987
W4391617219,A5066444322
W4391617219,A5003548228
W4391617219,A5111611319
W4391617219,A5077150333
W4391617219,A5068945994
W4391617219,A5040070345
W4391617219,A5045747754
W4391617219,A5073498622
W4391617219,A5057252570
W4391617219,A5108260005
W4391617219,A5028000685
W4391617219,A5042392992
W4391617219,A5050758651
W4391617219,A5032660186
W4391617219,A5078153822
W4391617219,A5110495268
W4391617219,A5055261771
W4391617219,A5004953493
W4391617219,A5007607836
W4391617219,A5081376316
W4391617219,A5018501116
W4391617219,A5115593597
W4391617219,A5008755210
W4391617219,A5072750130
W4391617219,A5113706407
W4391617219,A5038462935
W4391617219,A5105003862
W4391617219,A5076939244
W4391617219,A5104240640
W4391617219,A5109926651
W4391617219,A5093883347
W4391617219,A5021185337
W4391617219,A5093883348
W4391617219,A5073008459
W4391617219,A5081246788
W4391617219,A5046373418
W4391617219,A5017799890
W4391617219,A5015254366
W4391617219,A5052921310
W4391617219,A5070971157
W4391617219,A5080170490
W4391617219,A5010103292
W4391617219,A5081955002
W4391617219,A5111765978
W4391680818,A5017840568
W4391680818,A5043252102
W4391680818,A5056263485
W4391680818,A5084716352
W4391925496,A5062762227
W4391925496,A5024288123
W4391925496,A5010045893
W4391925496,A5087349100
W4391925496,A5068642220
W4391925496,A5084156654
W4391925496,A5028714205
W4391925496,A5066410308
W4391925496,A5018722278
W4391925496,A5085160284
W4391925496,A5091523988
W4391925496,A5064040046
W4391925496,A5017961709
W4391925496,A5084430489
W4391925496,A5045578843
W4391925496,A5018427711
W4391925496,A5027386593
W4391925496,A5069176656
W4391925496,A5032711494
W4391925496,A5112741961
W4391925496,A5001552586
W4391925496,A5016233543
W4391925496,A5066789855
W4391925496,A5109083765
W4391925496,A5079430523
W4391925496,A5088244425
W4391925496,A5030831068
W4391925496,A5045150719
W4391925496,A5001552586
W4391925496,A5041079153
W4391925496,A5025110284
W4391925496,A5062964883
W4391925496,A5059340927
W4391925496,A5082819294
W4391925496,A5020672285
W4391925496,A5030786234
W4391925496,A5050736159
W4391925496,A5065025844
W4391925496,A5054052093
W4391925496,A5079771081
W4391925496,A5029318291
W4391925496,A5016233543
W4391925496,A5100452550
W4391925496,A5028474511
W4391925496,A5089568993
W4391925496,A5038372761
W4391925496,A5073796433
W4391925496,A5085872955
W4391925496,A5035126983
W4391925496,A5009024608
W4391925496,A5102887489
W4391925496,A5111131640
W4391925496,A5028242793
W4391925496,A5067663326
W4391925496,A5048354436
W4391925496,A5053681099
W4391925496,A5090773076
W4391925496,A5087751026
W4391925496,A5009132358
W4391925496,A5014144046
W4391925496,A5058141203
W4391925496,A5004148044
W4391925496,A5076885521
W4391925496,A5007640548
W4391925496,A5011038911
W4391925496,A5056682245
W4391925496,A5103111283
W4391925496,A5044998046
W4391925496,A5050338119
W4391925496,A5052354656
W4391925496,A5077704848
W4391925496,A5082511859
W4391925496,A5085042140
W4391925496,A5086482657
W4391925496,A5100407637
W4391925496,A5040262386
W4391925496,A5009604048
W4391925496,A5074861557
W4391925496,A5031176857
W4391925496,A5046822527
W4391943329,A5019450095
W4391943329,A5009064560
W4391943329,A5058352772
W4391943329,A5077633076
W4391943329,A5056746405
W4391943329,A5022408802
W4391943329,A5066705036
W4391994105,A5027818600
W4391994105,A5084105533
W4391994105,A5089741242
W4391994105,A5033556255
W4391994105,A5089019138
W4391994105,A5025927634
W4391994105,A5090549193
W4391994105,A5059256221
W4391994105,A5108902628
W4391994105,A5007518357
W4391994105,A5041954708
W4391994105,A5061010822
W4391994105,A5082237692
W4391994105,A5055545423
W4391994105,A5014084221
W4391994105,A5001751944
W4391994105,A5061968220
W4391994105,A5050030738
W4391994105,A5082730369
W4391994105,A5002922655
W4391994105,A5036373931
W4391999115,A5071570191
W4391999115,A5100352534
W4391999115,A5030001583
W4391999115,A5100329996
W4391999115,A5101698203
W4391999115,A5063665915
W4391999115,A5100349362
W4391999115,A5044784730
W4391999115,A5024625727
W4391999115,A5044707487
W4391999115,A5006383854
W4392022491,A5104669899
W4392022491,A5074031768
W4392469446,A5017863780
W4392469446,A5089427128
W4392469446,A5058572301
W4392469446,A5011935809
W4392506222,A5048903265
W4392506222,A5022314752
W4392560663,A5101423366
W4392560663,A5100382110
W4392560663,A5084590554
W4392560663,A5021965027
W4392560663,A5112918351
W4392560864,A5036987559
W4392560864,A5104263580
W4392560864,A5065522398
W4392560864,A5059306687
W4392560864,A5100819321
W4392560864,A5010756807
W4392560864,A5100611730
W4392560864,A5010968265
W4392560864,A5052362530
W4392560864,A5014257656
W4392574203,A5044417385
W4392818796,A5100767138
W4392818796,A5034657469
W4392818796,A5071806426
W4392818796,A5054542881
W4392818796,A5081702420
W4392818796,A5030615883
W4392818796,A5007145142
W4392818796,A5112706911
W4392818796,A5100355964
W4392818796,A5049296947
W4392818796,A5102734916
W4392818796,A5001022230
W4392818796,A5007612266
W4392818796,A5100669681
W4392818796,A5101134696
W4392818796,A5103664224
W4392818796,A5022810195
W4392818796,A5037362177
W4392818796,A5100695573
W4392818796,A5004871507
W4392818796,A5013121247
W4392818796,A5100455533
W4392818796,A5100686310
W4392818796,A5100460020
W4392818796,A5032600566
W4392818796,A5008103994
W4392818796,A5032913867
W4392818796,A5066648930
W4392818920,A5031500320
W4392818920,A5101688774
W4392818920,A5001988871
W4392818920,A5013238849
W4392818920,A5114150063
W4392818920,A5084246381
W4393222933,A5048903265
W4393233076,A5002728461
W4393233076,A5090185556
W4393233076,A5008040654
W4393233076,A5084032216
W4393233076,A5036947439
W4395004493,A5012755669
W4395004493,A5080454672
W4395004493,A5058344264
W4395191666,A5095884258
W4399528455,A5037638116
W4399528455,A5009957887
W4399528455,A5034286014
W4399528455,A5038514843
W4399528455,A5100718934
W4399528455,A5028863551
W4399528455,A5100767817
W4399528455,A5101424484
W4399528455,A5059294839
W4399729367,A5020045811
W4399729367,A5008835562
W4399729367,A5031570144
W4399729367,A5025247314
W4399729367,A5091510187
W4399729367,A5028505609
W4399729367,A5091706005
W4399729367,A5085542479
W4399729367,A5091347730
W4399729367,A5071982784
W4399729367,A5072093984
W4399729367,A5025599418
W4399803256,A5051690066
W4399803256,A5060914941
W4399803256,A5054381323
W4399803256,A5029186201
W4399929809,A5075948339
W4399929809,A5030812622
W4399929809,A5076432790
W4399929809,A5100406050
W4403283575,A5109301046
W4403283575,A5101950422
W4403960236,A5041683242
W4404230538,A5048302259
W4405277737,A5091209745
W4405277737,A5115397878
W4405277737,A5115397879
W4405277737,A5108802026
W4406283437,A5106310252
W80424240,A5040890221
W80424240,A5083219290
W1504466110,A5084520956
W2080707157,A5110084078
W2080707157,A5011194731
W2252655543,A5108397950
W2509252414,A5046428386
W2509252414,A5085692454
W2509252414,A5054991846
W2509252414,A5032023581
W269411398,A5113757042
W269411398,A5064193588
W40327287,A5079053119
W40327287,A5069012970
W40327287,A5076234894
W4232804453,A5003830396
W4232804453,A5009991442
W4232804453,A5038159655
W4232804453,A5014094098
W4232804453,A5060559201
W4232804453,A5084071739
W4232804453,A5068997282
W4232804453,A5057736235
W4232804453,A5049882471
W4232804453,A5006047383
W4232804453,A5021662877
W4390499483,A5046780081
W4390499483,A5010429918
W4390499483,A5102953888
W4390499483,A5003964217
W4390499483,A5022819157
W4390499483,A5014778809
W4390499483,A5071008951
W4390499483,A5077838316
W4390499483,A5082135873
W4390499483,A5112861278
W4390499483,A5101453027
W4390499483,A5063181326
W4390499483,A5100681013
W4390499483,A5101520370
W4390499483,A5077195527
W4390499483,A5080521412
W4390499483,A5100663896
W4390528994,A5040590113
W4390528994,A5014883715
W4390528994,A5046104581
W4390528994,A5113068232
W4390528994,A5041825525
W4390528994,A5084028723
W4390528994,A5093427169
W4390528994,A5036265708
W4390528994,A5041097921
W4390528994,A5035553811
W4390528994,A5023121476
W4390528994,A5031012398
W4390528994,A5093642946
W4390528994,A5074124442
W4390528994,A5076055212
W4390528994,A5072982817
W4390528994,A5055231928
W4390528994,A5093642947
W4390528994,A5038819049
W4390528994,A5023400182
W4390528994,A5061886400
W4390528994,A5041772780
W4390528994,A5084420654
W4390528994,A5010676104
W4390528994,A5088159296
W4390528994,A5051495748
W4390528994,A5082611196
W4390528994,A5031837222
W4390528994,A5035932611
W4390528994,A5007676475
W4390528994,A5101287539
W4390528994,A5087582826
W4390528994,A5054189783
W4390528994,A5102934398
W4390528994,A5009821984
W4390528994,A5065000056
W4390528994,A5055129496
W4390528994,A5093234565
W4390528994,A5002174027
W4390528994,A5046354098
W4390528994,A5093642948
W4390528994,A5092550892
W4390528994,A5044300693
W4390528994,A5010171996
W4390528994,A5056513432
W4390528994,A5062167072
W4390528994,A5009772815
W4390528994,A5032671940
W4390528994,A5051229816
W4390528994,A5040056496
W4390528994,A5061841111
W4390528994,A5037535334
W4390528994,A5024866637
W4390528994,A5086140371
W4390528994,A5088562338
W4390528994,A5026599330
W4390528994,A5043805345
W4390528994,A5089299263
W4390528994,A5093642949
W4390528994,A5102849313
W4390528994,A5004790271
W4390528994,A5093642950
W4390528994,A5083050334
W4390528994,A5080296937
W4390528994,A5067799029
W4390528994,A5087328377
W4390528994,A5034720523
W4390528994,A5110933824
W4390669214,A5108149520
W4390669214,A5025673142
W4390669214,A5037907028
W4390669214,A5101726853
W4390669214,A5075523554
W4390669214,A5049658337
W4390669214,A5070165151
W4390669214,A5063926457
W4390669214,A5100331428
W4390707107,A5084349853
W4390707107,A5019473289
W4390707107,A5026482426
W4390707107,A5083477114
W4390707107,A5077416215
W4390707107,A5073040359
W4390707107,A5044333558
W4390707107,A5022022603
W4390707107,A5085620004
W4390707107,A5093671853
W4390707107,A5108915431
W4390707107,A5082816021
W4390707107,A5102708924
W4390707107,A5060580174
W4390707107,A5114046370
W4390707107,A5017690480
W4390707107,A5059987828
W4390707107,A5108460394
W4390707107,A5076438320
W4390717536,A5053693451
W4390717536,A5083806296
W4390717536,A5100741708
W4390717536,A5049705188
W4390717536,A5006632001
W4390717536,A5082973419
W4390717536,A5100741439
W4390717536,A5034819365
W4390717536,A5078755392
W4390717536,A5008853188
W4390717536,A5100322710
W4390769202,A5020308795
W4390769202,A5027589811
W4390769202,A5079963135
W4390769202,A5022652370
W4390769202,A5063345999
W4390973063,A5102877089
W4390973063,A5030110394
W4390973063,A5003882350
W4390973063,A5077976698
W4390973063,A5102868281
W4390973063,A5055822249
W4390978076,A5081603396
W4390978076,A5077004869
W4390978076,A5059637641
W4390978076,A5086556080
W4390978076,A5025730342
W4390978076,A5090938816
W4390978076,A5044830546
W4390978076,A5100309884
W4390978076,A5077389186
W4390978076,A5026187397
W4390978076,A5088892906
W4390978076,A5051078160
W4391260160,A5101397760
W4391260160,A5037836344
W4391260160,A5023915912
W4391260160,A5100744449
W4391260160,A5100380531
W4391260160,A5114175112
W4391260160,A5112901718
W4391260160,A5102701948
W4391275517,A5014053863
W4391275517,A5072290700
W4391275517,A5037283085
W4391275517,A5005613961
W4391275517,A5043792567
W4391275517,A5090817666
W4391275517,A5022785318
W4391275517,A5080054754
W4391275517,A5083891032
W4391275517,A5065850265
W4391275517,A5069533360
W4391361874,A5093823214
W4391361874,A5015508269
W4391361874,A5089827347
W4391365063,A5101211974
W4391365063,A5002492828
W4391365063,A5024721864
W4391365063,A5100683895
W4391365063,A5021910535
W4391365063,A5101397890
W4391365063,A5049970646
W4391365063,A5002655608
W4391365063,A5084097492
W4391365063,A5102794111
W4391365063,A5062903733
W4391365063,A5081915246
W4391365063,A5076539411
W4391365063,A5100368853
W4391365063,A5088996718
W4391365063,A5050884242
W4391365063,A5049274840
W4391365063,A5100614702
W4391377837,A5044361588
W4391377837,A5090238197
W4391377837,A5020389679
W4391377837,A5100395492
W4391429503,A5071216405
W4391429503,A5029698928
W4391483047,A5101191583
W4391483047,A5100432165
W4391483047,A5015476469
W4391483047,A5102968136
W4391483047,A5110562038
W4391483047,A5113111119
W4391483047,A5101191582
W4391483047,A5102612786
W4391483047,A5050207470
W4391483047,A5007259332
W4391483047,A5100341636
W4391483047,A5101268499
W4391483047,A5100842744
W4391483047,A5080689580
W4391483047,A5025294545
W4391553380,A5101889546
W4391553380,A5100346071
W4391553380,A5012944291
W4391553380,A5101979694
W4391553380,A5109144358
W4391553380,A5033593378
W4391553380,A5054473752
W4391591097,A5020776216
W4391591097,A5027871520
W4392004327,A5052016306
W4392004327,A5025827247
W4392004327,A5074720524
W4392004327,A5103170538
W4392004327,A5103020390
W4392004327,A5025458230
W4392004327,A5038884528
W4392004327,A5014498545
W4392553557,A5003669777
W4392559892,A5088683171
W4392559892,A5023282498
W4392559892,A5061556681
W4392559892,A5101487974
W4392559892,A5030748218
W4392559892,A5001880744
W4392559892,A5002927588
W4392559892,A5113076333
W4392559892,A5052768313
W4392559892,A5068308955
W4392559892,A5112317515
W4392559892,A5100545449
W4392560264,A5100943985
W4392560264,A5077648986
W4392560264,A5069582535
W4392560264,A5100704630
W4392560264,A5024183430
W4392560264,A5100676610
W4392560264,A5113390925
W4392560264,A5074130245
W4392560264,A5100879819
W4392560264,A5102280725
W4392596618,A5102920508
W4392596618,A5113161674
W4392596618,A5100326399
W4392596618,A5111500191
W4392596618,A5104189753
W4392596618,A5079005645
W4392596618,A5068673256
W4392596618,A5100353065
W4392596618,A5057582263
W4392596618,A5110019512
W4392596618,A5083789823
W4392596618,A5011234875
W4392596618,A5061298160
W4392596618,A5102343545
W4392596618,A5094100150
W4392596618,A5058434735
W4392596618,A5087997489
W4392596618,A5042550453
W4392596618,A5100608695
W4392596618,A5029032649
W4392596618,A5088111017
W4392596618,A5088484801
W4392596618,A5102764623
W4392596618,A5042220332
W4392596618,A5031262862
W4392596618,A5084814512
W4392596618,A5026446016
W4392596618,A5065137484
W4392596618,A5003842701
W4392596618,A5036742375
W4392946101,A5037735896
W4392946101,A5023161706
W4392946101,A5077253373
W4392946101,A5051386527
W4392946101,A5035467559
W4393234811,A5081904859
W4393234811,A5001753346
W4393234811,A5048221581
W4393234811,A5069439551
W4393234811,A5079337385
W4393234811,A5040206786
W4393234811,A5079444362
W4393234811,A5068146764
W4393234811,A5082894731
W4395152326,A5095883913
W4395253883,A5095884826
W4395545467,A5095885720
W4395677734,A5047002486
W4395677734,A5077951149
W4395677734,A5113190346
W4395702701,A5095920477
W4395702701,A5104289966
W4395702701,A5018821320
W4395702701,A5074128524
W4399848834,A5057264101
W4399848834,A5101596412
W4399848834,A5044251743
W4399848834,A5033159909
W4399848834,A5056309530
W4399848834,A5034636961
W4399848834,A5093357666
W4399848834,A5099291685
W4399848834,A5020698484
W4399848834,A5026928493
W4399848834,A5006946366
W4399848834,A5020884368
W4399848834,A5027965963
W4399848834,A5089036530
W4399848834,A5053074865
W4399848834,A5053858976
W4399848834,A5012137737
W4399848834,A5100605805
W4399848834,A5075242279
W4399964523,A5028887982
W4399964523,A5025549516
W4399964523,A5039638133
W4400799586,A5035542526
W4400799586,A5036664258
W4400799586,A5016256221
W4400799586,A5000485505
W4400799586,A5019861506
W4400799586,A5100720513
W4400799586,A5027350138
W4400949264,A5069844959
W4400949264,A5087214686
W4400949264,A5101093262
W4400949264,A5018809423
W4400949264,A5046983053
W4400949264,A5029186201
W4401355541,A5030661298
W4402221950,A5000007498
W4403733398,A5079171037
W4403733398,A5114395350
W4403733398,A5114395351
W4403733398,A5114395352
W4404962233,A5033033326
W4405378302,A5115435756
W4405378302,A5037420960
W4405378302,A5111863902
W1624871127,A5110049609
W2220969213,A5111913444
W2220969213,A5113158243
W3164882558,A5115821584
W3199824684,A5061237050
W3199824684,A5039887394
W3199824684,A5004252663
W3199824684,A5020636832
W3199824684,A5100856129
W3199824684,A5065197504
W3199824684,A5100356635
W3199824684,A5108761994
W3199824684,A5044665993
W4288073703,A5053315346
W4288073703,A5086270613
W4288073703,A5112456894
W4390544544,A5093645695
W4390671508,A5025573670
W4390671508,A5004893546
W4390671508,A5111676992
W4390671508,A5100340619
W4390748114,A5102860763
W4390748114,A5041375500
W4390748114,A5023916788
W4390748114,A5014513524
W4390748114,A5025886998
W4390748114,A5068722433
W4390748114,A5090747712
W4390748114,A5077678835
W4390748114,A5109093206
W4390748114,A5029920044
W4390748114,A5068192998
W4390748114,A5113177810
W4390748114,A5079978900
W4390748114,A5039646183
W4390748114,A5052853942
W4390748114,A5063510741
W4390748114,A5089348063
W4390748114,A5103878600
W4390748114,A5042458087
W4390748114,A5000568474
W4390748114,A5030962772
W4390748114,A5071268553
W4390748114,A5101966952
W4390748114,A5013881851
W4390793853,A5078467059
W4390793853,A5000945787
W4390793853,A5003611668
W4390793853,A5079970003
W4390793853,A5002449605
W4390919342,A5083378043
W4390919342,A5102839856
W4390919342,A5051705751
W4390919342,A5057666375
W4390919342,A5088226132
W4390919342,A5111734585
W4390919342,A5049393748
W4390919342,A5049475717
W4390919342,A5022159619
W4390919342,A5065778332
W4390919342,A5046601895
W4390919342,A5109500571
W4390919342,A5004099472
W4390919342,A5051157099
W4390919342,A5061370966
W4390919342,A5040428617
W4390919342,A5073571977
W4390919342,A5067783851
W4390919342,A5042253328
W4391364704,A5026355937
W4391364704,A5032905375
W4391364704,A5023888367
W4391364704,A5067759365
W4391383470,A5092499810
W4391383470,A5024137629
W4391383470,A5112967189
W4391383470,A5085591165
W4391383470,A5017997744
W4391383470,A5100604759
W4391383470,A5075213888
W4391383470,A5043047672
W4391383470,A5062890109
W4391383470,A5102994988
W4391617198,A5014363427
W4391617198,A5070443489
W4391629219,A5028112823
W4391629219,A5028060479
W4391629219,A5029967709
W4391629219,A5039373612
W4391629219,A5082067929
W4391629219,A5093886984
W4391629219,A5101457414
W4391629219,A5011127759
W4391629219,A5109917568
W4391629219,A5093886973
W4391629219,A5087640550
W4391629219,A5030807733
W4391629219,A5050615652
W4391629219,A5005092156
W4391629219,A5023188897
W4391629219,A5059720672
W4391629219,A5061935602
W4391629219,A5053840999
W4391629219,A5015195357
W4391629219,A5002852096
W4391629219,A5091061488
W4391629219,A5051257194
W4391629219,A5063573997
W4391629219,A5060861823
W4391629219,A5093886981
W4391629219,A5037918730
W4391629219,A5083331071
W4391629219,A5012121953
W4391629219,A5074076952
W4391629219,A5034018319
W4391629219,A5025021728
W4391629219,A5047333423
W4391629219,A5060017020
W4391629219,A5067731726
W4391629219,A5046556889
W4391629219,A5030598148
W4391629219,A5066528948
W4391629219,A5082168520
W4391629219,A5073978739
W4391629219,A5046216302
W4391629219,A5000961977
W4391629219,A5016481368
W4391629219,A5019577299
W4391629219,A5075675651
W4391629219,A5080008905
W4391629219,A5043399363
W4391629219,A5075838112
W4391629219,A5082893162
W4391629219,A5066866638
W4391629219,A5024245398
W4391629219,A5077775806
W4391629219,A5083680494
W4391629219,A5048311255
W4391629219,A5059733871
W4391629219,A5001326226
W4391629219,A5093886983
W4391629219,A5027443612
W4391629219,A5077039011
W4391629219,A5064236636
W4391629219,A5002053395
W4391629219,A5093886985
W4391629219,A5026290661
W4391629219,A5045338275
W4391629219,A5064205113
W4391629219,A5087793949
W4391629219,A5010239567
W4391629219,A5049534080
W4391629219,A5007965342
W4391629219,A5004538162
W4391629219,A5049671326
W4391629219,A5087195372
W4391629219,A5103475168
W4391629219,A5093261713
W4391629219,A5064506623
W4391629219,A5081507472
W4391629219,A5058061132
W4391629219,A5081442873
W4391629219,A5007247650
W4391629219,A5021997420
W4391629219,A5061600161
W4391629219,A5093886986
W4391629219,A5018879783
W4391629219,A5013041154
W4391629219,A5013192752
W4391629219,A5070774874
W4391629219,A5073291593
W4391629219,A5054704736
W4391629219,A5025218700
W4391629219,A5091168566
W4391629219,A5020841194
W4391629219,A5022353920
W4391629219,A5077781326
W4391629219,A5059885632
W4391629219,A5022693783
W4391629219,A5029608322
W4391629219,A5011785766
W4391629219,A5038961039
W4391629219,A5081626004
W4391629219,A5087396767
W4391629219,A5085893284
W4391694595,A5081716835
W4391694595,A5034898456
W4391694595,A5008729040
W4391694595,A5033036656
W4391694595,A5022370216
W4391694595,A5046749446
W4391694595,A5082317807
W4391694595,A5028882117
W4391694595,A5033751029
W4391694595,A5011896764
W4391694595,A5024331534
W4391694595,A5090799386
W4391694595,A5032935188
W4391694595,A5062263322
W4391694595,A5022799608
W4391694595,A5075168686
W4391694595,A5043049268
W4391694595,A5053007723
W4391694595,A5076452603
W4391694595,A5025718032
W4391694595,A5060121384
W4391694595,A5000820066
W4391694595,A5028438452
W4391694595,A5019953307
W4391694595,A5044136113
W4391694595,A5037408179
W4391694595,A5067026202
W4391694595,A5026484637
W4391694595,A5074202266
W4391694595,A5057514461
W4391694595,A5074324193
W4391694595,A5103115253
W4391694595,A5035263945
W4391694595,A5081304255
W4391694595,A5028018224
W4391694595,A5065286558
W4391694595,A5056760100
W4391694595,A5090725029
W4391694595,A5059987720
W4391694595,A5030148862
W4391694595,A5074705955
W4391694595,A5031225496
W4391694595,A5061527080
W4391694595,A5113116404
W4391694595,A5009781874
W4391694595,A5000156422
W4391694595,A5031523165
W4391694595,A5105885247
W4391694595,A5070655188
W4391694595,A5027410574
W4391694595,A5061027575
W4391694595,A5110339448
W4391694595,A5102886792
W4391716671,A5010913102
W4391716671,A5100384726
W4391716671,A5005783960
W4391716671,A5100389906
W4391716671,A5003441845
W4391716671,A5091282259
W4391716671,A5103266483
W4391716671,A5081446425
W4391716671,A5113139871
W4391716671,A5100778081
W4391716671,A5100659870
W4391716671,A5021579165
W4391716671,A5076885525
W4391716671,A5025545087
W4391716671,A5048803681
W4391716671,A5008311955
W4391716671,A5100661800
W4391716671,A5013848651
W4391716671,A5002220892
W4391716671,A5100343920
W4392454577,A5040392598
W4392454577,A5100439289
W4392454577,A5012305804
W4392454577,A5073084143
W4392454577,A5003474730
W4392454577,A5068557553
W4392454577,A5053947568
W4392562012,A5031137804
W4392562012,A5045433246
W4392562012,A5028621518
W4392562012,A5056608017
W4392562012,A5040815474
W4392562012,A5070328573
W4392562012,A5026626377
W4392562012,A5055459640
W4392562012,A5025311094
W4392562012,A5053267770
W4392562012,A5070892473
W4392562012,A5088402750
W4392562012,A5015753932
W4392562012,A5063767578
W4392562012,A5081139573
W4392562012,A5029482805
W4392562012,A5006764971
W4392562012,A5062610291
W4392562012,A5101271394
W4392562012,A5061988295
W4392562012,A5014045880
W4392562012,A5008068724
W4392562012,A5052819202
W4392562012,A5060446826
W4392562012,A5110148173
W4392562012,A5093977929
W4392562012,A5019011341
W4392562012,A5004954406
W4392562012,A5047057572
W4392562012,A5011899904
W4392562012,A5020614173
W4392562012,A5085496518
W4392562012,A5020947008
W4392562012,A5094092119
W4392562012,A5032530781
W4392562012,A5094092120
W4392562012,A5002461160
W4392562012,A5073154637
W4392562012,A5024481017
W4392562012,A5088784085
W4392562012,A5036330045
W4392562012,A5048336329
W4392562012,A5109184943
W4392562012,A5064133304
W4392639864,A5054061000
W4392639864,A5078893954
W4392639864,A5113454589
W4392639864,A5112996953
W4392639864,A5043351174
W4392639864,A5100417457
W4392639864,A5088883457
W4392639864,A5005943626
W4392639864,A5074661038
W4392639864,A5061378797
W4392696237,A5070831190
W4392882841,A5100375535
W4392882841,A5002725824
W4392882841,A5101990981
W4392882841,A5111087823
W4392882841,A5036733201
W4392882841,A5002834501
W4392882841,A5085376024
W4392882841,A5015087971
W4392882841,A5022292731
W4392882841,A5051071915
W4392882841,A5069192349
W4392882841,A5084777432
W4392882841,A5025481295
W4392882841,A5077352344
W4393317567,A5032737202
W4393317567,A5005047531
W4393317567,A5027885747
W4393317567,A5023896210
W4393317567,A5012482691
W4393317567,A5081116859
W4393317567,A5088540108
W4393898951,A5102640032
W4394623029,A5062825404
W4394623029,A5078731551
W4394623029,A5066717175
W4394623029,A5018553332
W4395146229,A5112252039
W4395165531,A5001997794
W4395165531,A5113187926
W4395165531,A5049866961
W4395165531,A5113187927
W4395165531,A5095884039
W4395165531,A5085685346
W4395165531,A5080272432
W4395165531,A5068545835
W4395165531,A5001430517
W4395165531,A5016600627
W4395165531,A5095884038
W4395595097,A5018496880
W4395595097,A5018496880
W4395958870,A5111183818
W4395958870,A5114154716
W4395958870,A5101751116
W4395958870,A5079448759
W4395958870,A5100342800
W4395958870,A5031903853
W4395958870,A5100384519
W4395958870,A5101575914
W4395958870,A5013239477
W4395958870,A5058005590
W4396231607,A5030545703
W4396231607,A5056479059
W4396231607,A5019052630
W4396231607,A5023131151
W4396231607,A5060235357
W4396231607,A5076532086
W4396231607,A5068214093
W4396231607,A5045794019
W4396231607,A5101915728
W4396231607,A5086087400
W4396231607,A5023266580
W4396231607,A5009101766
W4396231607,A5075410399
W4396231607,A5089586523
W4396231607,A5020731291
W4396231607,A5083000708
W4396231607,A5113679241
W4396231607,A5037850419
W4396231607,A5101937993
W4396231607,A5085138741
W4396231607,A5036460810
W4396231607,A5088072625
W4396231607,A5032243347
W4396231607,A5019998379
W4396231607,A5075546358
